id,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Outage_Risk
493,302.3,311.3,1452.5,33.1,137.0,678.09,0
494,301.8,311.0,1384.21,41.6,12.0,530.15,0
495,299.0,310.4,1360.83,,48.0,595.48,0
496,301.9,310.9,1479.35,33.2,3.0,517.6,1
497,297.7,308.7,1657.27,24.9,17.0,597.51,1
498,297.5,309.4,1311.63,35.8,44.0,540.87,0
499,302.0,309.9,1585.43,27.2,192.0,436.94,1
500,298.6,310.1,1298.98,48.1,39.0,490.39,0
501,302.4,310.2,1495.11,28.3,88.0,622.6,0
502,302.5,311.0,1436.97,35.6,190.0,504.21,1
503,298.8,308.6,1331.83,41.1,13.0,341.54,0
504,298.6,308.3,1533.65,28.7,29.0,454.21,1
505,302.8,312.3,1267.25,42.7,241.0,538.09,0
506,,310.4,1585.17,26.5,12.0,699.11,0
507,301.4,310.7,1347.09,27.9,,470.93,0
508,300.6,309.8,1373.89,42.4,133.0,575.14,1
509,300.6,309.4,1532.57,28.0,36.0,514.38,0
510,301.8,310.8,1362.7,38.8,96.0,437.31,0
511,297.3,308.8,1372.23,41.3,140.0,514.35,0
512,297.9,307.8,1311.07,43.5,106.0,532.34,0
513,,310.8,1412.02,35.3,6.0,681.96,0
514,,310.0,1397.41,40.8,182.0,470.02,0
515,298.6,310.2,1481.89,31.5,7.0,645.15,0
516,298.8,308.5,1291.7,50.8,57.0,458.2,0
517,303.2,312.6,1154.04,57.0,144.0,403.49,0
518,304.1,313.3,1259.52,50.0,184.0,469.94,0
519,298.6,309.0,1355.8,40.8,6.0,709.9,1
520,303.5,313.1,1738.72,23.6,75.0,817.55,0
521,298.4,308.6,1324.73,44.0,124.0,512.51,1
522,299.0,310.1,1325.16,47.5,123.0,679.23,0
523,302.3,310.9,1260.76,47.2,173.0,352.51,0
524,303.4,312.3,1357.82,42.8,92.0,603.84,0
525,302.3,311.3,1527.84,34.4,127.0,555.93,0
526,301.6,311.2,1224.01,46.8,95.0,423.73,0
527,302.6,311.9,1436.51,35.5,69.0,560.35,1
528,300.9,310.8,1234.28,48.1,22.0,404.17,0
529,302.6,311.9,1244.43,46.9,82.0,562.18,0
530,299.7,309.6,1202.96,53.4,166.0,608.35,0
531,297.2,308.6,1593.38,23.0,30.0,624.99,0
532,295.6,306.1,1340.07,55.6,215.0,635.91,0
533,300.6,310.7,1203.37,52.9,0.0,412.37,0
534,302.2,310.9,1464.63,40.5,68.0,458.59,1
535,299.7,310.3,1294.79,47.7,35.0,495.88,1
536,298.9,308.2,1805.98,20.0,23.0,821.77,1
537,299.9,310.0,1303.0,45.9,162.0,678.47,0
538,301.7,310.1,1335.79,48.0,36.0,656.86,0
539,301.4,310.7,1201.85,52.0,160.0,440.91,0
540,298.9,309.9,1333.99,37.1,70.0,510.15,1
541,297.4,,1411.79,34.2,72.0,409.78,0
542,302.3,310.9,1827.31,19.7,190.0,818.03,1
543,303.5,312.8,1651.67,22.3,96.0,625.85,1
544,298.0,309.2,1373.71,39.5,85.0,702.7,0
545,301.0,311.5,1376.81,43.9,165.0,616.76,1
546,299.8,309.1,1252.27,56.7,7.0,411.01,0
547,,313.4,1325.08,41.4,32.0,499.57,0
548,297.5,308.6,1364.35,38.8,14.0,578.97,0
549,298.2,307.9,1266.09,45.1,193.0,391.1,0
550,301.7,310.5,1242.81,50.5,176.0,761.6,0
551,303.9,313.0,1370.12,47.5,76.0,359.56,0
552,298.1,309.9,1476.63,29.1,60.0,443.97,0
553,301.3,310.4,1300.33,44.7,92.0,474.47,0
554,,310.6,1391.28,34.9,95.0,461.99,0
555,297.5,308.6,1623.63,26.7,70.0,753.43,1
556,297.9,,1383.58,37.6,54.0,524.3,0
557,299.5,308.9,1298.94,42.9,74.0,661.18,0
558,299.0,310.4,1265.75,45.2,122.0,337.92,0
559,302.2,310.8,1238.65,46.9,45.0,643.57,0
560,298.0,308.8,1348.27,36.5,109.0,580.22,0
561,,310.5,1445.12,28.7,106.0,493.86,0
562,302.7,312.4,1368.24,48.7,9.0,705.27,0
563,301.7,310.2,1322.44,51.1,8.0,473.76,0
564,298.8,310.0,1462.14,32.4,183.0,614.18,1
565,297.7,309.3,1249.19,48.9,147.0,383.98,0
566,300.3,309.6,1338.78,41.3,172.0,470.9,0
567,299.1,310.4,1364.26,45.3,,565.35,1
568,299.0,310.2,1482.58,32.3,64.0,470.71,1
569,303.5,311.6,1349.32,46.2,139.0,431.39,0
570,299.0,310.1,1311.45,45.9,47.0,505.56,0
571,303.4,312.7,1369.28,55.3,31.0,506.91,0
572,298.1,307.7,1479.43,34.1,,375.86,0
573,298.7,310.1,1260.67,,67.0,566.51,0
574,300.4,,1359.69,36.2,10.0,513.16,0
575,299.3,310.6,1304.15,42.1,104.0,473.61,0
576,303.7,312.8,1204.55,46.3,44.0,570.69,0
577,300.7,311.7,1744.37,19.7,13.0,924.09,1
578,300.7,311.0,1267.9,52.0,91.0,470.67,0
579,302.6,310.2,1689.46,21.3,87.0,639.0,1
580,303.1,311.2,1520.58,34.8,25.0,635.76,1
581,300.8,310.7,1455.31,34.3,144.0,619.08,0
582,299.2,309.0,1421.48,30.3,115.0,485.24,0
583,303.5,311.6,1417.18,34.0,134.0,625.13,1
584,297.0,,1334.7,,173.0,551.52,0
585,302.0,,1236.76,45.4,174.0,292.43,0
586,300.2,309.5,1426.45,33.4,183.0,531.19,0
587,301.1,310.2,1335.37,43.4,54.0,530.19,0
588,297.2,308.3,1329.73,28.0,43.0,513.88,0
589,299.2,308.4,1657.88,22.8,40.0,765.65,1
590,300.4,,1250.17,,177.0,338.71,0
591,299.9,310.3,1134.94,53.3,146.0,189.11,0
592,297.7,309.3,1736.5,24.6,,720.92,1
593,300.4,309.5,1390.67,50.7,131.0,512.62,0
594,298.5,309.5,1344.55,40.2,114.0,390.93,0
595,300.5,311.6,1311.57,41.7,97.0,526.6,1
596,,308.6,1372.64,42.8,0.0,506.63,0
597,298.7,309.8,1331.84,44.7,48.0,676.29,0
598,,308.9,1285.43,43.5,0.0,549.03,0
599,299.1,310.6,1736.59,23.9,158.0,667.1,1
600,297.3,308.9,1352.92,24.5,137.0,531.92,1
601,296.2,,1371.55,40.6,28.0,600.85,1
602,300.3,311.6,1203.46,53.4,123.0,553.42,1
603,298.6,309.2,1371.21,48.4,42.0,527.8,0
604,,311.4,1256.64,47.7,73.0,467.4,0
605,304.3,313.3,1386.41,39.0,14.0,445.36,0
606,300.2,,1614.05,28.0,162.0,719.71,1
607,297.6,308.5,1408.65,35.9,71.0,509.42,0
608,302.1,311.0,1397.52,34.1,215.0,585.84,0
609,300.1,311.5,1301.47,40.8,80.0,450.21,0
610,300.5,311.9,1484.29,26.3,89.0,595.96,0
611,299.0,310.1,1359.18,41.3,85.0,751.04,0
612,302.4,312.0,1478.62,32.5,169.0,682.85,1
613,302.1,311.5,1487.97,31.6,,673.71,0
614,301.5,310.6,1377.59,40.7,208.0,462.55,0
615,296.8,307.5,1201.94,54.8,43.0,408.04,1
616,296.1,306.9,1752.94,23.3,38.0,732.24,0
617,298.9,308.6,1258.29,49.5,79.0,584.38,0
618,299.6,309.5,1613.7,27.7,159.0,664.65,1
619,301.7,309.9,1389.63,46.6,104.0,430.69,1
620,296.4,307.5,1375.03,36.1,58.0,664.91,0
621,300.5,,1347.3,47.4,184.0,574.49,0
622,302.1,310.0,1366.11,38.0,161.0,517.49,0
623,298.8,310.0,1878.44,,148.0,689.19,1
624,298.4,308.5,1242.5,47.1,122.0,622.66,0
625,298.4,310.1,1373.99,35.2,92.0,425.28,1
626,301.8,310.0,1825.34,19.0,203.0,794.78,1
627,299.3,309.3,1344.39,46.0,42.0,550.14,0
628,,309.1,1338.27,35.0,183.0,640.37,0
629,300.5,310.0,1367.57,44.5,152.0,464.44,0
630,299.4,309.2,1341.27,44.4,135.0,516.75,0
631,299.1,310.4,1358.04,46.1,176.0,567.94,0
632,298.6,,1366.56,42.4,2.0,534.44,0
633,298.0,308.6,1491.65,33.1,56.0,703.49,1
634,301.4,310.6,1264.83,46.1,70.0,313.71,0
635,298.2,307.8,1307.59,48.1,183.0,699.47,0
636,300.7,310.3,1325.99,40.2,59.0,564.56,0
637,298.7,308.6,1148.02,55.3,148.0,457.56,0
638,297.4,309.3,1197.95,53.2,115.0,452.49,0
639,298.1,309.0,1589.25,27.6,47.0,581.08,1
640,300.7,310.7,1213.03,,211.0,646.96,0
641,298.8,308.6,1443.63,35.5,175.0,516.08,1
642,301.6,310.6,1881.57,19.7,12.0,657.16,0
643,302.2,310.9,1333.25,43.5,140.0,541.19,1
644,,311.8,1261.09,42.4,224.0,497.12,0
645,298.0,307.5,1282.04,52.9,92.0,411.7,0
646,297.8,308.4,1544.41,33.2,177.0,620.7,1
647,297.6,309.1,1248.92,50.0,62.0,407.9,0
648,297.4,309.0,1419.95,,154.0,458.18,0
649,302.5,,1190.84,54.3,,433.91,0
650,297.9,309.1,1283.31,44.7,8.0,644.96,0
651,298.8,310.1,1127.51,74.5,194.0,565.11,1
652,,308.5,1294.42,,220.0,394.35,1
653,300.7,310.6,1462.77,29.6,47.0,740.88,0
654,298.2,308.4,1275.35,51.8,76.0,537.89,1
655,302.7,310.5,1292.47,40.9,,468.87,0
656,300.2,309.8,1311.13,41.9,106.0,634.17,0
657,297.8,307.5,1377.87,,116.0,452.56,0
658,302.3,311.5,1341.87,26.1,7.0,568.92,1
659,298.7,308.5,1185.07,47.0,190.0,439.01,0
660,,309.8,1332.39,40.6,78.0,500.37,0
661,297.6,308.3,1503.14,34.3,59.0,498.28,0
662,297.9,309.0,1371.25,37.6,47.0,577.58,0
663,301.5,311.1,1577.48,27.9,101.0,730.08,0
664,299.8,309.4,1401.18,34.8,122.0,428.15,0
665,302.4,310.2,1212.46,45.5,53.0,557.89,0
666,299.3,310.8,1300.5,42.4,0.0,581.49,0
667,299.3,309.1,1292.26,44.0,55.0,535.31,1
668,301.2,311.4,1354.62,28.0,6.0,453.54,0
669,304.0,313.0,1447.49,34.5,,530.97,0
670,300.3,309.8,1318.9,41.2,156.0,562.78,0
671,301.0,311.6,1308.32,40.0,140.0,529.73,0
672,301.5,310.6,1358.69,39.0,143.0,388.63,1
673,298.0,308.7,1291.83,48.2,201.0,569.81,0
674,297.5,308.8,1360.22,45.9,150.0,654.92,0
675,297.4,308.4,1346.32,41.5,213.0,644.04,0
676,303.8,313.1,2235.86,13.0,5.0,822.78,1
677,298.2,309.4,1301.6,47.1,185.0,391.61,0
678,,309.5,1498.06,31.4,32.0,523.38,0
679,302.3,310.8,1335.23,43.8,7.0,507.28,0
680,301.3,310.0,1869.72,17.8,,868.45,1
681,301.0,310.8,1344.88,45.3,8.0,418.68,0
682,298.8,310.0,1356.08,30.4,150.0,602.25,0
683,297.2,308.3,1618.65,25.6,103.0,795.06,1
684,297.4,308.7,1243.45,40.2,114.0,487.42,0
685,299.2,309.1,1212.49,60.7,191.0,453.0,0
686,297.2,307.9,1557.75,29.0,188.0,511.7,1
687,298.7,308.6,1359.12,43.5,84.0,542.05,0
688,297.7,,1551.78,30.7,177.0,532.67,0
689,298.0,307.5,1583.22,27.8,163.0,617.8,1
690,298.8,310.0,1391.17,38.3,53.0,501.61,0
691,300.2,309.5,1236.78,51.1,133.0,387.34,0
692,297.2,308.5,1287.86,43.7,171.0,334.85,0
693,297.0,308.1,1322.39,43.5,122.0,731.37,0
694,297.0,307.6,1368.11,42.4,124.0,466.88,0
695,300.4,309.5,1524.36,29.2,215.0,712.62,1
696,302.9,312.2,1555.03,23.6,96.0,659.63,0
697,300.7,312.0,1330.71,32.4,5.0,445.6,1
698,301.7,,1269.46,44.0,61.0,656.12,1
699,298.3,310.0,1233.05,47.1,105.0,692.87,0
700,303.8,313.1,1315.55,42.2,,509.83,0
701,299.1,310.1,1223.46,55.6,108.0,394.08,0
702,300.4,311.2,1510.24,28.9,171.0,479.38,0
703,297.2,307.9,1796.03,20.3,186.0,691.94,1
704,299.4,309.1,1262.73,45.4,137.0,423.91,0
705,295.6,,1718.25,20.9,74.0,688.2,1
706,295.6,306.2,1473.31,32.2,76.0,559.98,0
707,297.8,308.4,1349.56,39.9,181.0,421.75,0
708,,310.8,1385.17,37.6,83.0,525.62,0
709,300.0,311.4,1347.13,42.6,180.0,438.85,0
710,299.5,309.1,1180.26,42.1,217.0,425.41,0
711,298.9,310.2,2492.62,8.8,142.0,1074.65,0
712,302.7,310.5,1442.52,30.8,195.0,542.36,0
713,300.5,309.4,1253.05,46.2,93.0,344.05,0
714,301.2,310.4,1227.02,49.9,74.0,480.83,0
715,296.6,307.4,1354.46,45.8,58.0,511.8,0
716,301.5,310.5,1174.21,60.5,139.0,463.49,0
717,297.2,308.1,1293.31,49.7,210.0,516.91,0
718,298.6,309.8,2070.5,16.2,218.0,851.81,1
719,296.7,307.4,1373.25,,114.0,615.43,0
720,300.9,,1557.1,25.3,164.0,662.26,1
721,297.5,308.5,1284.37,54.3,83.0,576.1,1
722,298.8,310.1,1254.62,,56.0,507.83,0
723,301.4,310.4,1580.25,31.9,96.0,409.53,0
724,299.1,308.5,1224.28,55.5,159.0,491.01,0
725,300.2,311.6,1384.4,46.4,24.0,634.55,0
726,301.4,311.1,1303.78,41.4,144.0,500.2,0
727,302.7,312.2,1445.53,35.5,167.0,642.5,1
728,297.1,,1172.66,53.5,153.0,566.56,1
729,298.5,308.3,1293.44,43.6,5.0,569.53,0
730,301.3,310.6,1770.41,22.6,161.0,749.56,1
731,298.2,308.7,1278.85,42.6,23.0,657.43,0
732,297.5,308.0,1282.92,44.5,178.0,563.97,1
733,299.8,309.4,2054.22,15.9,201.0,935.36,1
734,301.0,,1327.25,41.9,,632.0,1
735,303.3,312.6,1298.23,44.0,140.0,391.26,0
736,300.1,309.4,1320.88,,127.0,460.12,0
737,300.0,309.5,1579.14,26.0,37.0,536.3,0
738,302.0,311.0,1418.39,36.2,8.0,561.39,0
739,302.0,311.2,1391.49,39.1,179.0,615.63,1
740,298.9,310.2,1296.82,40.0,129.0,420.84,1
741,298.2,309.0,1466.08,31.5,,452.85,0
742,298.3,308.0,2567.95,,57.0,989.26,1
743,,309.2,1409.42,36.5,177.0,683.59,1
744,300.9,310.1,1876.37,,133.0,723.65,1
745,297.3,308.7,1388.44,37.0,184.0,455.92,0
746,301.6,311.2,1232.16,42.9,89.0,465.77,1
747,301.5,310.9,1246.96,50.8,2.0,451.49,0
748,299.5,310.9,1337.38,38.5,162.0,743.62,0
749,296.7,307.6,1395.56,34.7,150.0,507.36,1
750,303.4,311.7,1251.24,47.1,213.0,470.4,1
751,298.6,309.6,1484.54,29.7,9.0,780.77,0
752,302.4,311.8,1279.65,42.0,110.0,607.72,0
753,,308.4,1372.66,38.2,,606.64,1
754,296.6,307.4,1215.59,50.2,177.0,650.64,0
755,302.2,311.3,1431.56,,120.0,587.21,0
756,296.9,307.8,1384.2,37.6,109.0,438.17,0
757,299.5,309.3,1765.1,19.3,177.0,596.93,1
758,300.7,310.5,1403.7,33.2,48.0,407.76,0
759,300.8,310.8,1316.24,41.3,53.0,614.3,0
760,302.5,310.2,1426.26,32.2,64.0,533.58,0
761,300.7,310.5,1668.26,22.2,111.0,642.39,1
762,302.2,311.4,1520.06,32.1,42.0,645.26,0
763,302.3,311.0,1433.21,33.5,158.0,477.85,0
764,300.0,309.8,1245.36,39.6,105.0,601.96,0
765,301.1,311.1,1264.66,53.1,188.0,507.72,0
766,,310.9,1321.66,,101.0,700.22,1
767,297.6,308.2,1869.35,,,821.22,1
768,296.5,307.4,1171.09,52.5,62.0,502.15,1
769,297.5,308.2,1437.63,33.6,115.0,701.16,0
770,298.8,310.1,1478.52,30.3,119.0,610.35,1
771,300.5,309.7,1192.53,50.9,137.0,476.76,0
772,301.8,311.1,1386.98,36.4,120.0,521.39,1
773,298.3,310.0,1305.28,43.9,110.0,354.94,0
774,302.3,311.5,1340.97,37.5,55.0,466.3,0
775,297.1,307.9,1787.97,20.3,159.0,779.35,1
776,299.2,310.6,1417.82,38.4,172.0,602.82,0
777,299.3,310.2,1346.08,49.2,16.0,578.42,0
778,301.9,310.3,1308.24,46.3,24.0,348.78,0
779,300.6,309.8,1289.17,48.0,125.0,468.64,0
780,300.8,310.6,1488.19,36.2,144.0,750.75,0
781,298.3,307.9,1244.6,47.8,99.0,411.7,0
782,300.5,309.9,1189.71,63.7,,513.79,0
783,299.8,310.8,1408.8,32.2,161.0,625.86,0
784,299.6,311.1,1466.08,,133.0,486.26,0
785,297.9,307.7,1208.78,46.8,89.0,634.0,0
786,302.0,310.8,1913.95,17.3,,953.97,1
787,299.4,309.1,1479.74,28.6,57.0,597.19,0
788,302.5,311.4,1385.79,24.6,,716.88,0
789,298.4,307.9,1772.51,23.2,16.0,610.32,1
790,303.3,311.8,1488.83,29.4,49.0,395.93,1
791,300.9,310.9,1452.04,34.0,,556.58,0
792,300.1,,1330.8,39.1,188.0,430.65,0
793,300.6,312.1,1165.49,52.3,49.0,550.72,0
794,302.6,311.0,1229.01,60.0,93.0,406.71,1
795,300.7,311.1,1183.09,52.2,85.0,596.31,1
796,298.9,309.6,1432.46,39.8,202.0,526.41,1
797,301.5,310.6,1419.27,43.9,142.0,466.37,0
798,301.3,311.1,1302.32,40.3,191.0,331.63,1
799,297.5,308.6,1217.67,53.5,192.0,505.94,0
800,297.2,308.4,1674.35,26.0,110.0,758.12,1
801,300.3,311.7,1772.99,22.3,121.0,757.06,1
802,298.0,307.5,1241.6,45.5,166.0,583.01,0
803,303.9,313.3,1414.42,35.0,168.0,695.26,0
804,,311.7,1300.87,36.8,0.0,557.51,1
805,297.5,308.8,1371.36,41.5,223.0,546.88,0
806,302.7,310.5,1554.11,29.0,209.0,608.06,1
807,297.8,,1214.39,54.1,157.0,396.87,1
808,299.1,310.1,1275.37,41.2,149.0,552.8,0
809,300.9,312.0,1905.41,17.8,173.0,770.91,1
810,297.8,308.8,1466.84,36.1,68.0,714.91,1
811,297.8,307.4,1304.45,43.6,141.0,557.87,0
812,301.6,310.8,1389.39,35.4,148.0,547.52,0
813,299.8,311.3,1428.62,35.4,178.0,674.98,0
814,298.8,309.7,1280.48,49.6,129.0,618.3,0
815,298.1,307.9,1186.83,53.9,52.0,540.03,0
816,302.6,311.0,1274.14,,,384.99,0
817,298.7,309.7,1267.22,45.7,99.0,339.81,1
818,300.1,309.3,1558.5,28.5,141.0,686.44,0
819,302.1,310.8,1593.48,25.7,47.0,725.99,1
820,297.3,308.6,1333.45,42.6,105.0,640.62,0
821,300.7,309.3,1418.07,38.3,102.0,535.39,0
822,303.4,311.5,1343.68,43.0,117.0,657.66,0
823,297.3,308.4,1462.31,32.9,,606.88,0
824,299.3,308.4,1424.05,37.5,,655.77,1
825,300.7,309.6,1439.34,37.2,19.0,512.39,0
826,303.7,313.0,1368.32,28.0,44.0,472.81,0
827,299.3,308.5,1347.21,39.4,80.0,671.91,0
828,300.8,,1218.42,38.2,50.0,450.86,0
829,300.7,309.5,1338.98,34.5,197.0,686.77,0
830,300.7,311.9,1186.58,59.2,121.0,527.64,0
831,298.1,308.3,1322.68,38.7,188.0,419.9,0
832,298.0,308.2,1333.71,44.1,204.0,510.35,0
833,302.1,311.4,1316.47,43.4,33.0,343.24,0
834,299.2,310.4,1410.52,37.3,37.0,541.44,0
835,299.8,309.4,1317.98,46.2,219.0,468.31,0
836,300.4,309.6,1251.66,,122.0,519.85,0
837,298.6,309.5,1360.72,43.2,92.0,396.81,0
838,303.4,311.8,2056.9,15.8,20.0,780.26,1
839,300.5,,1682.75,22.1,100.0,823.37,1
840,298.8,310.2,1388.3,31.2,102.0,517.06,0
841,302.3,311.5,1365.62,33.1,39.0,551.25,0
842,297.3,308.7,1298.73,,27.0,485.44,0
843,304.2,313.2,1229.02,48.7,17.0,540.83,0
844,300.4,311.7,1159.1,59.5,160.0,502.92,0
845,299.3,309.3,1163.96,62.0,,501.47,0
846,304.3,,1390.63,,2.0,556.03,0
847,300.6,312.0,1255.64,55.1,136.0,520.93,0
848,300.5,,1431.89,38.9,166.0,668.65,0
849,302.5,311.1,1386.83,34.2,,646.2,0
850,300.8,312.4,1570.77,25.6,105.0,577.1,1
851,302.6,312.0,1194.76,45.7,91.0,359.87,0
852,300.9,310.7,1239.98,50.0,214.0,392.16,0
853,300.8,309.9,1297.82,46.0,180.0,470.47,1
854,,308.6,1198.11,53.9,207.0,328.77,1
855,295.6,,1387.78,21.9,5.0,597.17,1
856,298.2,308.3,1454.19,33.3,191.0,655.93,1
857,302.3,311.5,1383.49,37.8,57.0,470.08,1
858,297.9,307.9,1373.52,39.8,38.0,586.59,1
859,297.5,309.4,1270.86,48.3,139.0,468.75,0
860,301.1,310.1,1292.91,46.9,,609.21,0
861,300.4,311.2,1554.09,28.7,20.0,698.61,0
862,303.7,312.9,1341.8,52.7,46.0,486.06,0
863,300.7,311.8,1331.04,47.3,19.0,516.05,0
864,300.3,311.8,1271.39,46.0,182.0,414.58,0
865,300.9,310.3,1309.31,44.5,135.0,522.86,1
866,295.7,306.2,1311.45,52.0,101.0,584.92,1
867,303.9,313.1,1349.98,61.4,14.0,510.3,0
868,,309.9,1264.41,,210.0,654.83,0
869,299.6,310.9,1458.0,,206.0,516.32,0
870,297.2,308.6,1769.03,22.1,163.0,700.12,1
871,301.0,311.6,1347.93,35.8,156.0,546.25,0
872,302.9,,1311.11,48.7,130.0,481.22,0
873,297.1,308.6,1555.03,31.3,61.0,674.41,1
874,299.2,310.5,1523.62,29.5,95.0,543.83,0
875,,312.6,1524.67,27.6,170.0,651.74,1
876,297.6,308.6,1506.23,30.1,81.0,405.16,1
877,,311.4,1420.99,41.8,77.0,678.96,0
878,301.9,309.6,1257.74,49.0,223.0,535.99,0
879,300.2,,1305.07,32.6,,484.33,0
880,301.9,309.6,1214.98,45.8,217.0,467.6,0
881,299.5,310.8,1246.47,54.9,72.0,366.22,0
882,,309.8,1297.93,42.9,12.0,443.89,0
883,298.7,309.6,1497.86,26.2,189.0,690.53,0
884,300.8,310.6,1235.37,42.2,225.0,598.35,0
885,298.3,309.0,1228.52,43.2,0.0,575.8,1
886,295.7,,1556.28,25.9,94.0,645.74,0
887,302.4,310.2,1286.62,46.4,125.0,494.68,0
888,300.1,311.4,1415.59,35.0,191.0,647.64,1
889,300.8,311.3,1607.83,26.9,116.0,693.52,1
890,300.8,311.4,1403.82,40.9,22.0,541.51,1
891,297.3,308.7,1352.75,43.6,189.0,654.56,0
892,303.5,312.7,1280.44,49.1,42.0,627.68,0
893,302.3,311.6,1193.44,57.6,77.0,474.82,0
894,304.1,313.1,1784.75,20.8,59.0,642.91,1
895,301.0,311.3,1222.48,47.0,71.0,420.71,0
896,301.3,311.3,1345.98,50.7,,699.52,0
897,298.4,309.1,1397.76,39.3,86.0,531.73,1
898,297.6,308.8,1542.49,31.6,79.0,476.54,0
899,298.0,307.7,1350.15,38.7,202.0,471.88,0
900,301.3,310.4,1382.33,41.6,192.0,662.85,0
901,299.0,308.8,1188.76,50.7,112.0,578.77,0
902,298.8,309.7,1257.01,48.7,133.0,483.13,1
903,297.7,308.9,1375.2,39.1,108.0,596.3,0
904,,312.0,1607.18,28.5,196.0,580.76,1
905,299.0,308.7,1718.12,22.8,96.0,641.69,1
906,298.8,308.5,1366.27,47.4,90.0,593.31,1
907,302.3,311.2,1354.22,47.7,70.0,433.01,0
908,300.1,309.6,1331.65,45.1,113.0,437.3,0
909,299.7,309.4,1324.7,51.9,117.0,706.12,1
910,298.7,309.2,1249.59,44.8,178.0,567.01,1
911,300.2,309.3,1352.87,43.2,53.0,336.56,0
912,297.4,308.3,1339.96,40.5,222.0,552.72,0
913,299.5,310.8,1656.19,22.3,211.0,715.02,1
914,298.8,309.0,1336.65,43.8,147.0,506.12,0
915,299.0,310.0,1363.54,39.6,212.0,470.12,0
916,304.4,313.6,1352.0,38.9,199.0,484.51,0
917,298.7,309.9,1380.99,38.5,208.0,705.2,0
918,300.4,310.8,1234.17,56.0,146.0,616.27,1
919,300.7,309.8,1453.84,31.5,123.0,525.55,0
920,302.4,,1315.54,44.5,195.0,594.04,0
921,301.2,311.0,1577.37,29.1,195.0,641.39,0
922,300.8,310.8,1474.13,32.8,40.0,477.43,1
923,298.3,,1391.42,43.0,123.0,570.68,1
924,298.3,309.4,1484.95,27.1,136.0,595.45,1
925,300.7,310.6,1573.6,27.1,215.0,633.96,0
926,298.1,309.5,1349.26,41.8,48.0,578.71,1
927,301.0,,1344.83,34.1,113.0,554.84,0
928,,310.4,1388.4,41.1,167.0,556.59,1
929,298.1,309.0,1372.95,34.0,54.0,686.9,0
930,297.6,308.3,1363.75,43.2,139.0,485.44,0
931,303.1,312.4,1239.94,50.1,104.0,565.56,0
932,301.4,310.3,1435.2,29.1,166.0,427.18,0
933,302.3,311.0,1473.96,31.1,3.0,526.25,0
934,297.6,308.3,1481.06,31.7,39.0,728.79,0
935,297.4,308.7,1467.95,31.9,131.0,528.5,1
936,303.2,311.4,1442.13,35.5,63.0,619.67,1
937,301.5,310.5,1232.68,48.7,,499.05,0
938,303.5,312.3,1442.79,35.2,29.0,596.97,0
939,302.0,309.7,1301.29,36.3,209.0,626.33,0
940,304.1,313.3,1336.1,50.3,39.0,433.64,0
941,298.9,308.6,1843.84,18.7,27.0,730.96,1
942,298.9,310.3,1282.5,44.1,118.0,617.96,1
943,302.2,311.2,1296.72,41.8,66.0,358.97,0
944,297.3,307.9,1345.77,24.7,75.0,522.98,0
945,298.3,308.0,1291.36,47.1,196.0,598.61,0
946,296.5,307.5,1338.9,41.8,87.0,575.25,0
947,300.1,309.3,1284.77,50.3,196.0,480.95,0
948,301.4,310.7,1458.35,36.3,,504.64,1
949,301.5,310.6,1427.08,37.4,,472.16,0
950,301.3,,1272.37,45.2,88.0,563.72,0
951,300.2,,1060.87,61.7,74.0,447.79,0
952,298.6,309.4,1502.52,33.2,147.0,595.09,0
953,297.3,308.2,1572.16,29.4,123.0,643.29,1
954,297.8,308.7,1255.45,44.2,62.0,479.09,0
955,301.4,,1600.26,,112.0,581.72,1
956,297.4,307.9,1378.5,35.5,174.0,570.89,1
957,300.9,310.6,1525.26,27.7,176.0,731.49,1
958,297.9,307.7,1371.6,39.5,69.0,683.79,0
959,301.0,309.6,1530.72,28.1,133.0,660.41,1
960,302.2,311.5,1555.82,31.2,172.0,590.1,0
961,301.5,310.1,1276.11,46.5,35.0,385.16,0
962,302.9,311.0,1318.25,58.3,123.0,600.52,1
963,301.7,311.2,1345.74,36.7,130.0,451.78,0
964,301.4,310.9,1315.35,38.9,179.0,516.68,0
965,301.5,310.8,1369.33,41.0,118.0,517.68,1
966,299.0,,1386.76,39.9,,570.68,0
967,298.3,308.3,1462.45,32.4,69.0,710.06,0
968,301.2,310.3,1346.91,38.1,61.0,498.05,0
969,298.8,308.6,1475.89,32.4,38.0,676.1,0
970,300.5,309.7,1704.08,24.3,28.0,727.08,1
971,298.4,309.7,1361.4,39.8,165.0,356.59,0
972,297.4,308.2,1248.67,49.7,41.0,572.02,0
973,297.2,308.3,1340.24,,188.0,465.11,0
974,299.6,309.1,1385.33,37.1,73.0,362.99,0
975,301.3,310.8,1259.04,55.2,,382.51,0
976,300.2,309.8,1339.82,49.3,163.0,492.87,0
977,301.1,310.1,1331.56,45.8,42.0,619.47,1
978,298.9,308.7,1272.5,49.8,167.0,499.52,0
979,302.2,310.0,1335.03,48.7,20.0,555.83,0
980,300.8,309.4,1322.33,38.4,109.0,387.71,0
981,300.6,310.0,1324.81,41.2,127.0,524.06,0
982,,312.9,1351.71,34.3,180.0,666.83,0
983,299.1,310.3,1115.41,59.0,81.0,428.9,0
984,300.5,312.0,1248.35,54.1,27.0,527.77,1
985,300.9,311.9,1360.59,38.0,38.0,356.01,0
